Video ID,Age,Gender,Ethnicity,chills Binary,chills Binary,Chills #,Chill Intensity,Timings,Daily Chills,NIO_Openess,Prior exposure,Sleppiness,Pre-Pleasure,Prepleasure /2 arrondi,Prepleasure /2,Post-Pleasure,Pre Calm,Pre-calm/2,Pre-calm/2 (rounded),Post Calm,Pre NEO,Post NEO,Diff NEO,Total NEO,Emotion drift,Direction,,,Tan inverse,Calm Diff,Pleasure Diff,,Tan inverse,
J6bGnSEwdKY,23,female,White,1,TRUE,3,2,"28.27,34.54,52.35",1,3,No,7,8,4,4,3,4,2,1,3,7,12,5,19,1.414213562,-1.557407725,,,-0.7853981634,1,-1,FALSE,-0.7853981634,Down
J6bGnSEwdKY,37,female,White,1,TRUE,2,4,"32.57,40.85",2,3,No,4,4,2,2,4,4,2,1,3,12,15,3,27,2.236067977,-2.185039863,,,1.107148718,1,2,Up,1.107148718,Up
J6bGnSEwdKY,48,female,White,0,FALSE,0,0,,1,0,No,7,5,4,2.5,2,9,4.5,2,3,5,10,5,15,1.58113883,0.3462535495,,,0.3217505544,-1.5,-0.5,Up,0.3217505544,Up
J6bGnSEwdKY,18,female,White,1,TRUE,1,1,22.44,2,1,No,6,7,3,3.5,2,10,5,3,3,5,11,6,16,2.5,0.9315964599,,,0.6435011088,-2,-1.5,Up,0.6435011088,Up
J6bGnSEwdKY,49,male,White,0,FALSE,0,0,,1,2,No,7,9,4,4.5,3,7,3.5,2,3,5,11,6,16,1.58113883,-0.1425465431,,,1.249045772,-0.5,-1.5,Up,1.249045772,Up
J6bGnSEwdKY,38,male,White,0,FALSE,0,0,,1,0,No,3,7,2,3.5,2,0,0,0,2,0,1,1,1,2.5,-0.9315964599,,,-0.6435011088,2,-1.5,FALSE,-0.6435011088,Down
J6bGnSEwdKY,26,male,Mixed,1,TRUE,1,1,46.96,1,3,No,2,8,1,4,3,1,0.5,0,2,10,11,1,21,1.802775638,-0.7868428895,,,-0.5880026035,1.5,-1,FALSE,-0.5880026035,Down
J6bGnSEwdKY,20,female,Asian,0,FALSE,0,0,,3,0,No,4,3,2,1.5,3,0,0,0,3,1,6,5,7,3.354101966,0.5463024898,,,0.463647609,3,1.5,Up,0.463647609,Up
jTJql8Yhd8s,19,female,White,0,FALSE,0,0,,2,2,No,2,7,1,3.5,2,7,3.5,2,2,4,9,5,13,2.121320344,1.557407725,,,0.7853981634,-1.5,-1.5,Up,0.7853981634,Up
9ao4FEaDGhQ,52,female,White,0,FALSE,0,0,,1,1,No,5,8,3,4,1,7,3.5,2,1,7,12,5,19,3.905124838,2.572151622,,,0.8760580506,-2.5,-3,Up,0.8760580506,Up
